questions,answer,category
Apa nama lengkap dan gelar akademik Sigit Adinugroho?,"Nama lengkap dan gelar akademik Sigit Adinugroho adalah Sigit Adinugroho, S.Kom., M.Sc",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Sigit Adinugroho?,Sigit Adinugroho terafiliasi dengan Departemen Teknik Informatika (DTIF) dan Program Studi S1 Teknik Informatika,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Sigit Adinugroho?,Fokus penelitian Sigit Adinugroho mencakup Computer Vision dan Data Mining,Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Suprapto melalui email?,Suprapto dapat dihubungi melalui email spttif[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Suprapto?,"Nama lengkap dan gelar akademik Suprapto adalah Suprapto S.T., M.T",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Suprapto?,Suprapto terafiliasi dengan Departemen Sistem Informasi (DSI) dan Program Studi S1 Sistem Informasi,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Suprapto?,"Fokus penelitian Suprapto melibatkan Tata kelola TI dan manajemen sistem informasi, kecerdasan buatan, dan pengolahan citra digital",Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Tibyani melalui email?,Tibyani dapat dihubungi melalui email tibyani[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Tibyani?,"Nama lengkap dan gelar akademik Tibyani adalah Tibyani S.T., M.T",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Tibyani?,Tibyani terafiliasi dengan Departemen Sistem Informasi (DSI) dan Program Studi S1 Teknologi Informasi,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Tibyani?,"Fokus penelitian Tibyani mencakup Integrasi Teknologi Informasi, Komputasi Cerdas, dan Ilmu Kependidikan dan Teknologi Pembelajaran",Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Prof. Dr.Eng. Fitri Utaminingrum melalui email?,Prof. Dr.Eng. Fitri Utaminingrum dapat dihubungi melalui email f3_ningrum[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Prof. Dr.Eng. Fitri Utaminingrum?,"Nama lengkap dan gelar akademik Prof. Dr.Eng. Fitri Utaminingrum adalah Prof. Dr.Eng. Fitri Utaminingrum, S.T., M.T",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Prof. Dr.Eng. Fitri Utaminingrum?,Prof. Dr.Eng. Fitri Utaminingrum terafiliasi dengan Departemen Teknik Informatika (DTIF) dan Program Studi S2 Magister Ilmu Komputer,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Prof. Dr.Eng. Fitri Utaminingrum?,Fokus penelitian Prof. Dr.Eng. Fitri Utaminingrum melibatkan Pemrosesan Citra Digital dan Visi Komputer,Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Prof. Ir. Wayan Firdaus Mahmudy melalui email?,Prof. Ir. Wayan Firdaus Mahmudy dapat dihubungi melalui email wayanfm[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Prof. Ir. Wayan Firdaus Mahmudy?,"Nama lengkap dan gelar akademik Prof. Ir. Wayan Firdaus Mahmudy adalah Prof. Ir. Wayan Firdaus Mahmudy, S.Si., M.T., Ph.D",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Prof. Ir. Wayan Firdaus Mahmudy?,Prof. Ir. Wayan Firdaus Mahmudy terafiliasi dengan Departemen Teknik Informatika (DTIF) dan Program Studi S1 Teknik Informatika,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Prof. Ir. Wayan Firdaus Mahmudy?,Fokus penelitian Prof. Ir. Wayan Firdaus Mahmudy adalah Sistem Cerdas,Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Welly Purnomo melalui email?,Welly Purnomo dapat dihubungi melalui email wepe[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Welly Purnomo?,"Nama lengkap dan gelar akademik Welly Purnomo adalah Welly Purnomo, S.T., M.Kom",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Welly Purnomo?,Welly Purnomo terafiliasi dengan Departemen Sistem Informasi (DSI) dan Program Studi S1 Sistem Informasi,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Welly Purnomo?,Fokus penelitian Welly Purnomo mencakup Datawarehouse dan Kecerdasan Bisnis (Data Mining),Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Wibisono Sukmo Wardhono melalui email?,Wibisono Sukmo Wardhono dapat dihubungi melalui email wibiwardhono[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Wibisono Sukmo Wardhono?,"Nama lengkap dan gelar akademik Wibisono Sukmo Wardhono adalah Wibisono Sukmo Wardhono, S.T., M.T",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Wibisono Sukmo Wardhono?,Wibisono Sukmo Wardhono terafiliasi dengan Departemen Sistem Informasi (DSI) dan Program Studi S1 Pendidikan Teknologi Informasi,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Wibisono Sukmo Wardhono?,"Fokus penelitian Wibisono Sukmo Wardhono melibatkan Augmented Reality, Virtual Reality, Pengembangan Game, Game Edukasi, Aplikasi Berbasis Web, dan Teknologi Pendidikan",Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Widhi Yahya melalui email?,Widhi Yahya dapat dihubungi melalui email widhi.yahya[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Widhi Yahya?,"Nama lengkap dan gelar akademik Widhi Yahya adalah Widhi Yahya, S.Kom., M.Sc., Ph.D",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Widhi Yahya?,Widhi Yahya terafiliasi dengan Departemen Teknik Informatika (DTIF) dan Program Studi S1 Teknik Informatika,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Widhi Yahya?,"Fokus penelitian Widhi Yahya mencakup Internet of Things, Software Defined Networking, dan Sistem Terdistribusi",Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Wijaya Kurniawan melalui email?,Wijaya Kurniawan dapat dihubungi melalui email wjaykurnia[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Wijaya Kurniawan?,"Nama lengkap dan gelar akademik Wijaya Kurniawan adalah Wijaya Kurniawan, S.T., M.T",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Wijaya Kurniawan?,Wijaya Kurniawan terafiliasi dengan Departemen Teknik Informatika (DTIF) dan Program Studi S1 Teknik Komputer,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Wijaya Kurniawan?,Fokus penelitian Wijaya Kurniawan adalah Sistem Kendali,Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Yuita Arum Sari melalui email?,Yuita Arum Sari dapat dihubungi melalui email yuita[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Yuita Arum Sari?,"Nama lengkap dan gelar akademik Yuita Arum Sari adalah Yuita Arum Sari, S.Kom., M.Kom",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Yuita Arum Sari?,Yuita Arum Sari terafiliasi dengan Departemen Teknik Informatika (DTIF) dan Program Studi S1 Teknik Informatika,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Yuita Arum Sari?,"Fokus penelitian Yuita Arum Sari mencakup Pengolahan Citra Digital, Text Mining, dan Machine Learning",Manajemen / Struktur Organisasi FILKOM
Bagaimana cara menghubungi Yusi Tyroni Mursityo melalui email?,Yusi Tyroni Mursityo dapat dihubungi melalui email yusi_tyro[at]ub.ac.id,Manajemen / Struktur Organisasi FILKOM
Apa nama lengkap dan gelar akademik Yusi Tyroni Mursityo?,"Nama lengkap dan gelar akademik Yusi Tyroni Mursityo adalah Yusi Tyroni Mursityo, S.Kom., M.AB",Manajemen / Struktur Organisasi FILKOM
Departemen dan Program Studi apa yang menjadi afiliasi Yusi Tyroni Mursityo?,Yusi Tyroni Mursityo terafiliasi dengan Departemen Sistem Informasi (DSI) dan Program Studi S1 Sistem Informasi,Manajemen / Struktur Organisasi FILKOM
Bidang penelitian apa yang menjadi fokus Yusi Tyroni Mursityo?,Fokus penelitian Yusi Tyroni Mursityo mencakup Rekayasa Sistem Informasi,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Achmad Basuki?,NIP/NIK Achmad Basuki adalah 197411182003121002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Achmad Arwan?,NIP/NIK Achmad Arwan adalah 198408152008121004,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Adhitya Bhawiyuga?,NIP/NIK Adhitya Bhawiyuga adalah 198907202018031002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Aditya Rachmadi?,NIP/NIK Aditya Rachmadi adalah 2012018604211001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Agi Putra Kharisma?,NIP/NIK Agi Putra Kharisma adalah 2013048604301001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Agung Setia Budi?,NIP/NIK Agung Setia Budi adalah 198704232022031003,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Andi Reza?,Informasi mengenai NIP/NIK Andi Reza tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Arief Andy?,NIP/NIK Arief Andy adalah 197204251999031002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Aryo Pinandito?,NIP/NIK Aryo Pinandito adalah 198305192014041001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Aswin?,Informasi mengenai NIP/NIK Aswin tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Barlian?,NIP/NIK Barlian adalah 2011028210241001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Bayu Priyambadha?,NIP/NIK Bayu Priyambadha adalah 198209092008121004,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Bayu Rahayudi?,NIP/NIK Bayu Rahayudi adalah 197407122006041001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Bondan?,NIP/NIK Bondan adalah 197408072003121003,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Buce Trias?,NIP/NIK Buce Trias adalah 198904262019031009,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Budi Darma Setiawan?,NIP/NIK Budi Darma Setiawan adalah 198410152014041002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Candra Dewi?,NIP/NIK Candra Dewi adalah 197711142003122001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Dahnial Syauqy?,NIP/NIK Dahnial Syauqy adalah 198704232020121008,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Dany Primanita?,NIP/NIK Dany Primanita adalah 197711162005012003,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Denny Sagita Rusdianto?,NIP/NIK Denny Sagita Rusdianto adalah 198511242015041001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Diah Priharsari?,NIP/NIK Diah Priharsari adalah 2013048104222001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Djoko Pramono?,NIP/NIK Djoko Pramono adalah 197801082005011002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Dian Eka?,NIP/NIK Dian Eka adalah 197306192002122001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Diva Kurnianingtyas?,Informasi mengenai NIP/NIK Diva Kurnianingtyas tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Achmad Ridok?,NIP/NIK Achmad Ridok adalah 196808251994031002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Kariyoto?,NIP/NIK Kariyoto adalah 196403091990031002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Lailil Muflikhah?,NIP/NIK Lailil Muflikhah adalah 197411132005012001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Gembong?,NIP/NIK Gembong adalah 2012087612011001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Herman Tolle?,NIP/NIK Herman Tolle adalah 197408232000121001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Novanto Yudistira?,NIP/NIK Novanto Yudistira adalah 2012018311101001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Marji?,NIP/NIK Marji adalah 196708011992031001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Arif Rahman?,NIP/NIK Arif Rahman adalah 196604231991111,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Dwija Wisnu Brata?,Informasi mengenai NIP/NIK Dwija Wisnu Brata tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Edita Rosana?,NIP/NIK Edita Rosana adalah 199106262022032018,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Edy Santoso?,NIP/NIK Edy Santoso adalah 197404142003121004,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Eko Sakti?,NIP/NIK Eko Sakti adalah 2011028608051001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Eko Setiawan?,NIP/NIK Eko Setiawan adalah 198706102022031001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Eriq Muhammad Adams?,NIP/NIK Eriq Muhammad Adams adalah 198504102012121001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Fais Al Huda?,NIP/NIK Fais Al Huda adalah 198705052020121010,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Faizatul Amalia?,NIP/NIK Faizatul Amalia adalah 2013098608212001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Fajar Pradana?,NIP/NIK Fajar Pradana adalah 198711212015041004,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Fariz Andri Bakhtiar?,NIP/NIK Fariz Andri Bakhtiar adalah 2017098403141001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Hanifah Muslimah Az-Zahra?,NIP/NIK Hanifah Muslimah Az-Zahra adalah 2016078908112001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Hariz Farisi?,Informasi mengenai NIP/NIK Hariz Farisi tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Himawat Aryadita?,NIP/NIK Himawat Aryadita adalah 198010182008011003,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Imam Cholissodin?,NIP/NIK Imam Cholissodin adalah 2012018507191001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Intan Sartika Eris Maghfiroh?,NIP/NIK Intan Sartika Eris Maghfiroh adalah 199307012020122012,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Adam Hendra Brata?,NIP/NIK Adam Hendra Brata adalah 2016079001051001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Admaja Dwi Herlambang?,NIP/NIK Ir. Admaja Dwi Herlambang adalah 198908022019031007,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Agus Wahyu Widodo?,NIP/NIK Ir. Agus Wahyu Widodo adalah 197408052001121001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Ari Kusyanti?,Informasi mengenai NIP/NIK Ir. Ari Kusyanti tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Heru Nurwarsito?,NIP/NIK Ir. Heru Nurwarsito adalah 196504021990021001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Hurriyatul Fitriyah?,NIP/NIK Ir. Hurriyatul Fitriyah adalah 198510012015042003,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Indriati?,NIP/NIK Ir. Indriati adalah 198310132015042002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Issa Arwani?,NIP/NIK Ir. Issa Arwani adalah 198309222012121003,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Komang Candra Brata?,NIP/NIK Ir. Komang Candra Brata adalah 2016078907111001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Lutfi Fanani?,NIP/NIK Ir. Lutfi Fanani adalah 2016078902171001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Nurudin Santoso?,NIP/NIK Ir. Nurudin Santoso adalah 197409162000121001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Primantara Hari Trisnawan?,NIP/NIK Ir. Primantara Hari Trisnawan adalah 196809121994031002,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Satrio Agung Wicaksono?,NIP/NIK Ir. Satrio Agung Wicaksono adalah 19860521 2012121001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Tri Astoto Kurniawan?,NIP/NIK Ir. Tri Astoto Kurniawan adalah 197105182003121001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Tri Afirianto?,NIP/NIK Ir. Tri Afirianto adalah 2013098512131001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ir. Widhy Hayuhardhika Nugraha Putra?,NIP/NIK Ir. Widhy Hayuhardhika Nugraha Putra adalah 2017128704092001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Ismiarta Aknuranda?,NIP/NIK Ismiarta Aknuranda adalah 2010067407191001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Kasyful Amron?,NIP/NIK Kasyful Amron adalah 197508032003121003,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Khalid Rahman?,Informasi mengenai NIP/NIK Khalid Rahman tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK M. Ali Fauzi?,NIP/NIK M. Ali Fauzi adalah 2015028901011001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Mahardeka Tri Ananta?,NIP/NIK Mahardeka Tri Ananta adalah 2016078912041001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Mahendra Data?,NIP/NIK Mahendra Data adalah 2015038611171001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Mochamad Chandra Saputra?,Informasi mengenai NIP/NIK Mochamad Chandra Saputra tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Mochammad Hannats Hanafi Ichsan?,NIP/NIK Mochammad Hannats Hanafi Ichsan adalah 198812292019031010,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Mokhamad Jainuri?,Informasi mengenai NIP/NIK Mokhamad Jainuri tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Muhammad Tanzil Furqon?,NIP/NIK Muhammad Tanzil Furqon adalah 198209302008011004,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Muhammad Aminul Akbar?,NIP/NIK Muhammad Aminul Akbar adalah 2016078910131001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Nanang Yudi Setiawan?,NIP/NIK Nanang Yudi Setiawan adalah 197606192006041001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Nur Hazbiy Shaffan?,Informasi mengenai NIP/NIK Nur Hazbiy Shaffan tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Nurul Hidayat?,NIP/NIK Nurul Hidayat adalah 196804302002121001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Prima Zulvarina?,Informasi mengenai NIP/NIK Prima Zulvarina tidak diketahui,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Prof. Dr.Eng. Fitri Utaminingrum?,NIP/NIK Prof. Dr.Eng. Fitri Utaminingrum adalah 198207102008122001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Prof. Ir. Wayan Firdaus Mahmudy?,NIP/NIK Prof. Ir. Wayan Firdaus Mahmudy adalah 197209191997021001,Manajemen / Struktur Organisasi FILKOM
Berapakah NIP/NIK Putra Pandu Adikara?,NIP/NIK Putra Pandu Adikara adalah 198507252008121002,Manajemen / Struktur Organisasi FILKOM
